Pokemon:,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type 1,Type 2,Overland,Sky,Swim,Levitate,Burrow,H Jump,L Jump,Power,Naturewalk,Capability 1,Capability 2,Capability 3,Capability 4,Capability 5,Capability 6,Capability 7,Capability 8,Capability 9,Size,Weight,EggGroup1,EggGroup2,Type1,Type2
Meganium,8,8,10,8,10,8,Grass,,8,0,4,0,0,2,2,8,"Grassland, Forest",-,-,-,-,-,-,-,-,-,Large,5,Monster,Plant,Grass,None
Meloetta A,10,8,8,13,13,9,Normal,Psychic,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Psychic
Meloetta (A),10,8,8,13,13,9,Normal,Psychic,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Psychic
Meloetta-A,10,8,8,13,13,9,Normal,Psychic,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Psychic
Meloetta Aria,10,8,8,13,13,9,Normal,Psychic,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Psychic
Meloetta (Aria),10,8,8,13,13,9,Normal,Psychic,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Psychic
Meloetta-Aria,10,8,8,13,13,9,Normal,Psychic,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Psychic
Meloetta P,10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta (P),10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta-P,10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta Pirouette,10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta (Pirouette),10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta-Pirouette,10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta S,10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta (S),10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta-S,10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta Step,10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta (Step),10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meloetta-Step,10,13,9,8,8,13,Normal,Fight,7,0,4,0,0,3,3,3,-,Forme Change,-,-,-,-,-,-,-,-,Small,1,None,-,Normal,Fighting
Meowstic,7,5,8,8,8,10,Psychic,,7,0,4,0,0,1,2,2,Grassland,Telekinetic,Telepath,-,-,-,-,-,-,-,Small,1,Field,-,Psychic,None
Meowth,4,5,4,4,4,9,Normal,,5,0,2,0,0,1,1,2,Urban,Tracker,Stealth,Fortune,Underdog,-,-,-,-,-,Small,1,Field,-,Normal,None
Mesprit,8,11,11,11,11,8,Psychic,,5,7,4,0,0,1,1,2,-,Aura Reader,Telekinetic,Telepath,-,-,-,-,-,-,Small,1,None,-,Psychic,None
Metagross,8,14,13,10,9,7,Steel,Psychic,6,0,3,6,0,1,1,14,-,Magnetic,Mountable 2,-,-,-,-,-,-,-,Large,6,Mineral,-,Steel,Psychic
Metang,6,8,10,6,8,5,Steel,Psychic,4,0,2,5,0,1,1,9,-,Magnetic,Mountable 1,Underdog,-,-,-,-,-,-,Medium,6,Mineral,-,Steel,Psychic
Metapod,5,2,6,3,3,3,Bug,,2,0,2,0,0,1,1,1,"Grassland, Forest",Threaded,Underdog,-,-,-,-,-,-,-,Small,1,Bug,-,Bug,None
Mew,10,10,10,10,10,10,Psychic,,7,6,4,0,0,2,2,3,-,Aura Reader,Glow,Invisibility,Telekinetic,Telepath,Shapeshifter,-,-,-,Small,1,Ditto,-,Psychic,None
Mewtwo,11,11,9,15,9,13,Psychic,,8,8,6,0,0,3,3,7,-,Aura Reader,Glow,Invisibility,Telekinetic,Telepath,-,-,-,-,Large,5,None,-,Psychic,None
Mienfoo,5,9,5,6,5,7,Fight,,5,0,2,0,0,2,2,4,"Cave, Mountain",Underdog,-,-,-,-,-,-,-,-,Small,2,Field,Humanshape,Fighting,None
Mienshao,7,13,6,10,6,11,Fight,,5,0,3,0,0,2,3,6,"Cave, Mountain",-,-,-,-,-,-,-,-,-,Medium,3,Field,Humanshape,Fighting,None
Mightyena,7,9,7,6,6,7,Dark,,6,0,4,0,0,1,2,6,"Grassland, Forest",Darkvision,Pack Mon,Tracker,Underdog,-,-,-,-,-,Medium,3,Field,-,Dark,None
Milotic,10,6,8,10,13,8,Water,,5,0,6,0,0,4,4,8,Ocean,Gilled,Fountain,Mountable 4,-,-,-,-,-,-,Large,5,Water 1,Dragon,Water,None
Miltank,10,8,11,4,7,10,Normal,,5,0,2,0,0,1,1,5,-,Milk Collection,-,-,-,-,-,-,-,-,Medium,4,Field,-,Normal,None
Mime Jr.,2,3,5,7,9,6,Psychic,Fairy,3,0,1,0,0,1,1,2,-,Underdog,-,-,-,-,-,-,-,-,Small,2,Humanshape,-,Psychic,Fairy
Mime Jr,2,3,5,7,9,6,Psychic,Fairy,3,0,1,0,0,1,1,2,-,Underdog,-,-,-,-,-,-,-,-,Small,2,Humanshape,-,Psychic,Fairy
Minccino,6,5,4,4,4,8,Normal,,5,0,3,0,3,1,1,1,"Grassland, Urban",Underdog,-,-,-,-,-,-,-,-,Small,1,Field,-,Normal,None
Minun,6,4,5,8,9,10,Electric,,5,0,3,0,0,2,3,1,"Grassland, Forest",Zapper,Underdog,-,-,-,-,-,-,-,Small,1,Fairy,-,Electric,None
Misdreavus,6,6,6,9,9,9,Ghost,,1,0,2,3,0,1,1,2,-,Dead Silent,Darkvision,Invisibility,Phasing,Underdog,-,-,-,-,Small,1,Indeterminate,-,Ghost,None
Mismagius,6,6,6,11,11,11,Ghost,,1,0,3,4,0,1,1,3,-,Darkvision,Dead Silent,Invisibility,Phasing,-,-,-,-,-,Small,1,Indeterminate,-,Ghost,None
Moltres,9,10,9,13,9,9,Fire,Flying,5,10,5,0,0,2,3,7,-,Firestarter,Glow,Guster,Heater,Mountable 1,-,-,-,-,Large,4,Flying,-,Fire,Flying
Monferno,6,8,5,8,5,8,Fire,Fight,6,0,3,0,0,2,3,5,"Forest, Mountain",Firestarter,Heater,Glow,Underdog,-,-,-,-,-,Small,2,Field,Humanshape,Fire,Fighting
Mothim,7,9,5,9,5,7,Bug,Flying,3,6,3,0,0,1,2,2,-,Underdog,-,-,-,-,-,-,-,-,Medium,2,Bug,-,Bug,Flying
Mr. Mime,4,5,7,10,12,9,Psychic,Fairy,5,0,3,0,0,1,1,5,-,Telekinetic,Telepath,-,-,-,-,-,-,-,Medium,4,Humanshape,-,Psychic,Fairy
Mr Mime,4,5,7,10,12,9,Psychic,Fairy,5,0,3,0,0,1,1,5,-,Telekinetic,Telepath,-,-,-,-,-,-,-,Medium,4,Humanshape,-,Psychic,Fairy
Mudkip,5,7,5,5,5,4,Water,,5,0,6,0,2,1,1,2,Wetlands,Gilled,Fountain,Underdog,-,-,-,-,-,-,Small,1,Monster,Water 1,Water,None
Muk,11,11,8,7,10,5,Poison,,5,0,4,0,0,1,1,6,-,Amorphous,Dead Silent,Wallclimber,-,-,-,-,-,-,Medium,3,Indeterminate,-,Poison,None
Munchlax,14,9,4,4,9,1,Normal,,3,0,2,0,0,2,3,4,"Forest, Mountain",Tracker,Underdog,-,-,-,-,-,-,-,Medium,4,Monster,-,Normal,None
Munna,8,3,5,7,6,2,Psychic,,3,0,2,4,0,1,1,2,-,Dream Mist,Dream Reader,Telekinetic,Underdog,-,-,-,-,-,Small,2,Field,-,Psychic,None
Murkrow,6,9,4,9,4,9,Dark,Flying,3,6,1,0,0,2,2,1,-,Darkvision,Stealth,Underdog,Fortune,-,-,-,-,-,Small,1,Flying,-,Dark,Flying
Musharna,12,6,9,11,10,3,Psychic,,4,0,3,6,0,1,1,5,-,Dream Mist,Dream Reader,Telekinetic,-,-,-,-,-,-,Medium,4,Field,-,Psychic,None
Natu,4,5,5,7,5,7,Psychic,Flying,3,4,1,0,0,2,2,1,-,Underdog,-,-,-,-,-,-,-,-,Small,1,Flying,-,Psychic,Flying
Nidoking,8,10,8,9,8,9,Poison,Ground,6,0,4,0,2,1,2,9,Grassland,Groundshaper,Pack Mon,Mountable 1,-,-,-,-,-,-,Medium,4,Monster,Field,Poison,Ground
Nidoqueen,9,9,9,8,9,8,Poison,Ground,6,0,4,0,2,1,2,8,Grassland,Groundshaper,Pack Mon,Mountable 1,-,-,-,-,-,-,Medium,4,Monster,Field,Poison,Ground
Nidoran F,6,5,5,4,4,4,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran (F),6,5,5,4,4,4,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran-F,6,5,5,4,4,4,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran Female,6,5,5,4,4,4,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran (Female),6,5,5,4,4,4,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran-Female,6,5,5,4,4,4,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran M,5,6,4,4,4,5,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran (M),5,6,4,4,4,5,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran-M,5,6,4,4,4,5,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran Male,5,6,4,4,4,5,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran (Male),5,6,4,4,4,5,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidoran-Male,5,6,4,4,4,5,Poison,,5,0,3,0,2,1,1,2,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,1,Monster,Field,Poison,None
Nidorina,7,6,7,6,6,6,Poison,,6,0,4,0,3,1,2,5,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,2,Monster,Field,Poison,None
Nidorino,6,7,6,6,6,7,Poison,,6,0,4,0,3,1,2,5,Grassland,Underdog,-,-,-,-,-,-,-,-,Small,2,Monster,Field,Poison,None
Nincada,3,5,9,3,3,4,Bug,Ground,4,0,3,0,3,2,2,1,"Grassland, Forest",Wallclimber,Threaded,Underdog,-,-,-,-,-,-,Small,1,Bug,-,Bug,Ground
Ninetales,7,8,8,8,10,10,Fire,,6,0,3,0,0,1,2,4,"Forest, Mountain",Firestarter,Tracker,-,-,-,-,-,-,-,Medium,2,Field,-,Fire,None
Ninjask,6,9,5,5,5,16,Bug,Flying,3,8,3,0,0,2,2,1,"Grassland, Forest",Wallclimber,-,-,-,-,-,-,-,-,Small,2,Bug,-,Bug,Flying
Noctowl,10,5,5,8,10,7,Normal,Flying,5,7,2,0,0,3,3,3,-,Darkvision,Underdog,-,-,-,-,-,-,-,Medium,3,Flying,-,Normal,Flying
Noibat,4,3,4,5,4,6,Dragon,Flying,2,5,2,0,0,1,1,1,-,Darkvision,Underdog,-,-,-,-,-,-,-,Small,1,Flying,-,Flying,Dragon
Noivern,9,7,8,10,8,12,Dragon,Flying,4,8,3,0,0,2,2,6,-,Darkvision,Mountable 1,-,-,-,-,-,-,-,Large,4,Flying,-,Flying,Dragon
Nosepass,3,5,14,5,9,3,Rock,,4,0,2,0,0,0,1,7,-,Magnetic,Underdog,-,-,-,-,-,-,-,Medium,4,Mineral,-,Rock,None
Numel,6,6,4,7,5,4,Fire,Ground,4,0,2,0,0,1,1,5,"Desert, Mountain",Firestarter,Underdog,-,-,-,-,-,-,-,Small,2,Field,-,Fire,Ground
Nuzleaf,7,7,4,6,4,6,Grass,Dark,5,0,3,0,0,1,2,4,"Grassland, Forest",Darkvision,Underdog,-,-,-,-,-,-,-,Medium,3,Field,Plant,Grass,Dark
Octillery,8,11,8,11,8,5,Water,,3,0,6,0,0,1,1,4,Ocean,Amorphous,Fountain,Gilled,-,-,-,-,-,-,Small,3,Water 1,Water 2,Water,None
Oddish,5,5,6,8,7,3,Grass,Poison,4,0,2,0,1,1,1,1,"Grassland, Forest",Underdog,-,-,-,-,-,-,-,-,Small,1,Plant,-,Grass,Poison
Omanyte,4,4,10,9,6,4,Rock,Water,3,0,5,0,0,1,1,1,Ocean,Gilled,Underdog,-,-,-,-,-,-,-,Small,1,Water 1,Water 3,Rock,Water
Omastar,7,6,13,12,7,6,Rock,Water,4,0,7,0,0,1,1,4,Ocean,Gilled,-,-,-,-,-,-,-,-,Medium,3,Water 1,Water 3,Rock,Water
Onix,4,5,16,3,5,7,Rock,Ground,7,0,4,0,7,2,3,10,-,Groundshaper,Reach 3,Mountable 5,Tremorsense,Underdog,-,-,-,-,Huge,6,Mineral,-,Rock,Ground
Oshawott,6,6,5,6,5,5,Water,,5,0,5,0,0,1,1,2,Ocean,Fountain,Wielder,Underdog,-,-,-,-,-,-,Small,1,Field,-,Water,None
Pachirisu,6,5,7,5,9,10,Electric,,5,0,3,0,0,1,2,1,"Forest, Urban",Zapper,Underdog,-,-,-,-,-,-,-,Small,1,Field,Fairy,Electric,None
Palkia,9,12,10,15,12,10,Water,Dragon,7,7,7,0,7,4,4,10,-,Aura Reader,Telekinetic,Telepath,Mountable 2,-,-,-,-,-,Gigantic,6,None,-,Water,Dragon
Palpitoad,8,7,6,7,6,7,Water,Ground,4,0,4,0,0,2,2,3,Wetlands,Fountain,Underdog,-,-,-,-,-,-,-,Small,2,Water 1,-,Water,Ground
Pancham,7,8,6,5,5,4,Fight,,4,0,2,0,0,1,1,2,"Grassland, Forest",Underdog,-,-,-,-,-,-,-,-,Small,1,Field,Humanshape,Fighting,None
Pangoro,9,12,8,7,7,6,Fight,Dark,6,0,3,0,0,1,2,9,"Grassland, Forest",-,-,-,-,-,-,-,-,-,Large,5,Field,Humanshape,Fighting,Dark
Panpour,5,5,5,5,5,6,Water,,4,0,2,0,0,1,1,3,"Forest, Grassland",Underdog,-,-,-,-,-,-,-,-,Small,1,Field,-,Water,None
Pansage,5,5,5,5,5,6,Grass,,4,0,2,0,0,1,1,3,"Forest, Grassland",Underdog,-,-,-,-,-,-,-,-,Small,1,Field,-,Grass,None
Pansear,5,5,5,5,5,6,Fire,,4,0,2,0,0,1,1,3,"Forest, Grassland",Underdog,-,-,-,-,-,-,-,-,Small,1,Field,-,Fire,None
Paras,4,7,6,5,6,3,Bug,Grass,4,0,2,0,2,1,1,1,"Grassland, Forest",Darkvision,Mushroom Harvest,Wallclimber,Underdog,-,-,-,-,-,Small,1,Bug,Plant,Bug,Grass
Parasect,6,10,8,6,8,3,Bug,Grass,6,0,2,0,3,1,1,3,"Grassland, Forest",Darkvision,Mushroom Harvest,Planter(Herbs),Underdog,-,-,-,-,-,Medium,3,Bug,Plant,Bug,Grass
Patrat,5,6,4,4,4,4,Normal,,5,0,3,0,0,2,3,2,Grassland,Tracker,Underdog,-,-,-,-,-,-,-,Small,2,Field,-,Normal,None
Pawniard,5,9,7,4,4,6,Dark,Steel,5,0,2,0,0,1,1,2,-,Darkvision,Stealth,Tracker,Pack Mon,Underdog,-,-,-,-,Small,1,Humanshape,-,Dark,Steel
Pelipper,6,5,10,9,7,7,Water,Flying,5,6,5,0,0,2,2,3,-,Underdog,-,-,-,-,-,-,-,-,Medium,3,Water 1,Flying,Water,Flying
Persian,7,7,6,7,7,12,Normal,,7,0,3,0,0,2,2,3,Urban,Pack Mon,Tracker,Stealth,-,-,-,-,-,-,Medium,3,Field,-,Normal,None
Petilil,5,4,5,7,5,3,Grass,,4,0,1,0,0,1,1,2,"Grassland, Forest",Herb Growth,Underdog,-,-,-,-,-,-,-,Small,1,Plant,-,Grass,None
Phanpy,9,6,6,4,4,4,Ground,,5,0,3,0,0,1,1,4,"Forest, Mountain",Tracker,Underdog,-,-,-,-,-,-,-,Small,3,Field,-,Ground,None
Phantump,4,7,5,5,6,4,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Invisibility,Dead Silent,Phasing,Underdog,-,-,-,-,-,Small,1,Grass,Amorphous,Grass,Ghost
Phione,8,8,8,8,8,8,Water,,4,0,6,0,0,1,1,1,Ocean,Amorphous,Fountain,Gilled,-,-,-,-,-,-,Small,1,Water 1,Fairy,Water,None
Pichu,2,4,2,4,4,6,Electric,,3,0,1,0,0,1,2,1,"Forest, Urban",Zapper,Underdog,-,-,-,-,-,-,-,Small,1,Field,Fairy,Electric,None
Pidgeot,8,8,8,7,7,9,Normal,Flying,4,9,3,0,0,3,3,5,-,Guster,Mountable 1,-,-,-,-,-,-,-,Large,3,Flying,-,Normal,Flying
Pidgeotto,6,6,6,5,5,7,Normal,Flying,3,7,2,0,0,2,2,3,-,Underdog,-,-,-,-,-,-,-,-,Medium,3,Flying,-,Normal,Flying
Pidgey,4,5,4,4,4,6,Normal,Flying,2,5,2,0,0,1,1,2,-,Underdog,-,-,-,-,-,-,-,-,Small,1,Flying,-,Normal,Flying
Pidove,5,6,5,4,3,4,Normal,Flying,2,5,1,0,0,1,1,1,-,Guster,Underdog,-,-,-,-,-,-,-,Small,1,Flying,-,Normal,Flying
Pignite,9,9,6,7,6,6,Fire,Fight,6,0,3,0,0,1,1,4,Grassland,Firestarter,Heater,Tracker,Underdog,-,-,-,-,-,Medium,4,Field,-,Fire,Fighting
Pikachu,4,6,4,5,5,9,Electric,,7,0,2,0,0,2,2,2,"Forest, Urban",Zapper,Underdog,-,-,-,-,-,-,-,Small,1,Field,Fairy,Electric,None
Piloswine,10,10,8,6,6,5,Ice,Ground,5,0,3,0,0,1,1,4,Tundra,Underdog,-,-,-,-,-,-,-,-,Medium,4,Field,-,Ice,Ground
Pineco,5,7,9,4,4,2,Bug,,2,0,2,0,0,1,2,3,"Grassland, Forest",Threaded,Underdog,Volatile Bomb,-,-,-,-,-,-,Small,1,Bug,-,Bug,None
Pinsir,7,13,10,6,7,9,Bug,,5,0,3,0,0,1,1,8,"Grassland, Forest",-,-,-,-,-,-,-,-,-,Medium,4,Bug,-,Bug,None
Piplup,5,5,5,6,6,4,Water,,4,0,6,0,0,1,1,2,"Tundra, Ocean",Fountain,Underdog,-,-,-,-,-,-,-,Small,1,Water 1,Field,Water,None
Plusle,6,5,4,9,8,10,Electric,,5,0,3,0,0,2,3,1,"Grassland, Forest",Zapper,Underdog,-,-,-,-,-,-,-,Small,1,Fairy,-,Electric,None
Politoed,9,8,8,9,10,7,Water,,5,0,8,0,0,3,4,4,Wetlands,Fountain,Gilled,Pack Mon,-,-,-,-,-,-,Medium,3,Water 1,-,Water,None
Poliwag,4,5,4,4,4,9,Water,,3,0,4,0,0,1,1,2,Wetlands,Fountain,Gilled,Underdog,-,-,-,-,-,-,Small,2,Water 1,-,Water,None
Poliwhirl,7,7,7,5,5,9,Water,,4,0,5,0,0,1,2,4,Wetlands,Fountain,Gilled,Underdog,-,-,-,-,-,-,Medium,2,Water 1,-,Water,None
Poliwrath,9,10,10,7,9,7,Water,Fight,7,0,7,0,0,1,2,5,Wetlands,Fountain,Gilled,-,-,-,-,-,-,-,Medium,4,Water 1,-,Water,Fighting
Ponyta,5,9,6,7,7,9,Fire,,7,0,2,0,0,1,2,3,Grassland,Egg Warmer,Firestarter,Glow,Heater,Mountable 1,Underdog,-,-,-,Medium,3,Field,-,Fire,None
Poochyena,4,6,4,3,3,4,Dark,,5,0,3,0,0,1,1,2,"Grassland, Forest",Darkvision,Tracker,Underdog,-,-,-,-,-,-,Small,2,Field,-,Dark,None
Porygon,7,6,7,9,8,4,Normal,,2,0,1,4,0,1,1,2,-,Wired,Underdog,-,-,-,-,-,-,-,Small,3,Mineral,-,Normal,None
Porygon-Z,9,8,7,14,8,9,Normal,,2,0,2,7,0,1,1,2,-,Wired,-,-,-,-,-,-,-,-,Small,3,Mineral,-,Normal,None
Porygon2,9,8,9,11,10,6,Normal,,2,0,2,6,0,1,1,2,-,Wired,-,-,-,-,-,-,-,-,Small,3,Mineral,-,Normal,None
Primeape,7,11,6,6,7,10,Fight,,7,0,3,0,0,3,4,6,"Forest, Mountain",-,-,-,-,-,-,-,-,-,Medium,3,Field,-,Fighting,None
Prinplup,6,7,7,8,8,5,Water,,5,0,6,0,0,1,1,3,"Tundra, Ocean",Fountain,Underdog,-,-,-,-,-,-,-,Small,2,Water 1,Field,Water,None
Probopass,6,6,15,8,15,4,Rock,Steel,1,0,3,4,0,1,1,11,-,Magnetic,-,-,-,-,-,-,-,-,Medium,6,Mineral,-,Rock,Steel
Psyduck,5,5,5,7,5,6,Water,,3,0,4,0,0,1,1,1,Wetlands,Underdog,-,-,-,-,-,-,-,-,Small,2,Water 1,Field,Water,None
Pumpkaboo A,5,7,7,4,5,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo (A),5,7,7,4,5,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo-A,5,7,7,4,5,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo Average,5,7,7,4,5,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo (Average),5,7,7,4,5,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo-Average,5,7,7,4,5,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo L,5,7,7,4,6,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
Pumpkaboo (L),5,7,7,4,6,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
Pumpkaboo-L,5,7,7,4,6,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
Pumpkaboo Large,5,7,7,4,6,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
Pumpkaboo (Large),5,7,7,4,6,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
Pumpkaboo-Large,5,7,7,4,6,5,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
Pumpkaboo Sm,4,7,7,4,6,6,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo (Sm),4,7,7,4,6,6,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo-Sm,4,7,7,4,6,6,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo Small,4,7,7,4,6,6,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo (Small),4,7,7,4,6,6,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo-Small,4,7,7,4,6,6,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,1,Amorphous,-,Grass,Ghost
Pumpkaboo Su,6,7,7,4,6,4,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
Pumpkaboo (Su),6,7,7,4,6,4,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
Pumpkaboo-Su,6,7,7,4,6,4,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
Pumpkaboo Super,6,7,7,4,6,4,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
Pumpkaboo (Super),6,7,7,4,6,4,Grass,Ghost,2,0,2,5,0,0,1,1,"Grassland, Forest",Phasing,Invisibility,Dead Silent,Underdog,-,-,-,-,-,Small,2,Amorphous,-,Grass,Ghost
